"","V1","V2","V3","V4"
"2006",NA,NA,35000,12000
"2007",NA,NA,20000,5000
"2008",NA,NA,15000,22500
"2009",NA,NA,7750,9500
"2010",NA,NA,16900,12000
"2011",NA,NA,26000,12475
"2012",NA,NA,17000,8000
"2013",NA,NA,26300,8000
"2014",NA,NA,9250,10000
"2015",NA,NA,10400,28000
"2016",NA,NA,24000,21000
"2017",NA,NA,14700,20000
"2018",NA,NA,20000,16100
"2019",NA,NA,4800,14700
"2020",NA,NA,5000,8000
"2021",NA,NA,8000,4800
"2022",NA,NA,16000,24000
"2023",NA,NA,5000,10400
"2024",NA,NA,24000,30000
"2025",NA,NA,15000,30000
"2026",NA,NA,35000,16000
"2027",NA,NA,7700,12000
"2028",NA,NA,7000,20000
"2029",NA,NA,18800,10000
"2030",NA,NA,13325,16750
"2031",NA,NA,9000,14000
"2032",NA,NA,24000,5575
"2033",NA,NA,17000,24925
"2034",NA,NA,21250,11200
"2035",NA,NA,16000,13000
"2036",NA,NA,15000,7800
"2037",NA,NA,20000,7000
"2038",NA,NA,9000,4325
"2039",NA,NA,2150,11950
"2040",NA,NA,20500,18150
"2041",NA,NA,12000,6925
"2042",NA,NA,8000,18000
"2043",NA,NA,7400,18825
"2044",NA,NA,12000,25000
"2045",NA,NA,14400,17400
"2046",NA,NA,12000,10000
"2047",NA,NA,13350,6000
"2048",NA,NA,12000,12000
"2049",NA,NA,12000,18000
"2050",NA,NA,6500,3000
"2051",NA,NA,5000,24000
"2052",NA,NA,35000,12000
"2053",NA,NA,5000,23850
"2054",NA,NA,25000,18100
"2055",NA,NA,9000,7000
"2056",NA,NA,3200,7200
"2057",NA,NA,20000,15000
"2058",NA,NA,18000,17325
"2059",NA,NA,4000,10000
"2060",NA,NA,8025,7500
"2061",NA,NA,18000,3500
"2062",NA,NA,10000,2000
"2063",NA,NA,10500,5000
"2064",NA,NA,3000,5000
"2065",NA,NA,20000,19000
"2066",NA,NA,20975,6350
"2067",NA,NA,24000,6200
"2068",NA,NA,15000,7000
"2069",NA,NA,10000,20000
"2070",NA,NA,14800,24000
"2071",NA,NA,8000,16000
"2072",NA,NA,10000,16000
"2073",NA,NA,8475,9000
"2074",NA,NA,10000,4550
"2075",NA,NA,10000,24000
"2076",NA,NA,23725,14700
"2077",NA,NA,4000,4500
"2078",NA,NA,9000,13000
"2079",NA,NA,10750,3550
"2080",NA,NA,15000,2000
"2081",NA,NA,14675,12000
"2082",NA,NA,11000,17000
"2083",NA,NA,2875,30800
"2084",NA,NA,14825,5000
"2085",NA,NA,16000,5375
"2086",NA,NA,7600,13000
"2087",NA,NA,10000,24000
"2088",NA,NA,28000,28000
"2089",NA,NA,20000,6000
"2090",NA,NA,8000,12000
"2091",NA,NA,10000,16000
"2092",NA,NA,6000,2350
"2093",NA,NA,12550,5000
"2094",NA,NA,6400,15000
"2095",NA,NA,14000,12000
"2096",NA,NA,10000,12000
"2097",NA,NA,10000,20000
"2098",NA,NA,28000,24375
"2099",NA,NA,25000,19000
"2100",NA,NA,16000,21000
"2101",NA,NA,18000,35000
"2102",NA,NA,9000,10000
"2103",NA,NA,30000,15000
"2104",NA,NA,10000,11750
"2105",NA,NA,35000,2500
"2106",NA,NA,30000,15000
"2107",NA,NA,10000,3000
"2108",NA,NA,18450,11200
"2109",NA,NA,16000,8400
"2110",NA,NA,35000,3600
"2111",NA,NA,30000,14550
"2112",NA,NA,19500,5750
"2113",NA,NA,14000,24000
"2114",NA,NA,7200,10000
"2115",NA,NA,30000,21200
"2116",NA,NA,22000,5475
"2117",NA,NA,5000,15400
"2118",NA,NA,19600,30000
"2119",NA,NA,23850,19750
"2120",NA,NA,35000,8800
"2121",NA,NA,15000,6000
"2122",NA,NA,7500,5500
"2123",NA,NA,2500,13000
"2124",NA,NA,4500,25000
"2125",NA,NA,24000,15000
"2126",NA,NA,15000,26400
"2127",NA,NA,12000,6500
"2128",NA,NA,9000,12000
"2129",NA,NA,8000,13600
"2130",NA,NA,10000,12000
"2131",NA,NA,28000,19475
"2132",NA,NA,19400,8000
"2133",NA,NA,21000,23100
"2134",NA,NA,5000,16000
"2135",NA,NA,25200,16000
"2136",NA,NA,35000,8000
"2137",NA,NA,10000,13250
"2138",NA,NA,7500,15000
"2139",NA,NA,12000,33000
"2140",NA,NA,12000,35000
"2141",NA,NA,3600,4200
"2142",NA,NA,20000,10625
"2143",NA,NA,18600,6400
"2144",NA,NA,12000,15000
"2145",NA,NA,28025,5000
"2146",NA,NA,11625,10400
"2147",NA,NA,2000,20000
"2148",NA,NA,6175,2000
"2149",NA,NA,18000,18000
"2150",NA,NA,5000,7500
"2151",NA,NA,16000,3000
"2152",NA,NA,6500,2500
"2153",NA,NA,31000,24000
"2154",NA,NA,6000,14975
"2155",NA,NA,7000,35000
"2156",NA,NA,11700,24000
"2157",NA,NA,8400,25000
"2158",NA,NA,16000,7975
"2159",NA,NA,16800,2400
"2160",NA,NA,10000,10000
"2161",NA,NA,1000,35000
"2162",NA,NA,18450,35000
"2163",NA,NA,20400,10500
"2164",NA,NA,21000,18000
"2165",NA,NA,10075,20000
"2166",NA,NA,30000,25000
"2167",NA,NA,18000,8400
"2168",NA,NA,27000,25000
"2169",NA,NA,11000,30000
"2170",NA,NA,10625,6000
"2171",NA,NA,25000,25000
"2172",NA,NA,15000,7000
"2173",NA,NA,15000,6000
"2174",NA,NA,17200,15000
"2175",NA,NA,8000,25000
"2176",NA,NA,10000,21000
"2177",NA,NA,24000,28000
"2178",NA,NA,21000,15000
"2179",NA,NA,6600,25000
"2180",NA,NA,6400,12000
"2181",NA,NA,4000,30800
"2182",NA,NA,7000,14000
"2183",NA,NA,10000,6075
"2184",NA,NA,14400,6000
"2185",NA,NA,12175,8000
"2186",NA,NA,24000,5000
"2187",NA,NA,6000,32875
"2188",NA,NA,14000,4875
"2189",NA,NA,7775,29000
"2190",NA,NA,25000,17975
"2191",NA,NA,10000,20975
"2192",NA,NA,19500,21000
"2193",NA,NA,16575,1500
"2194",NA,NA,28000,30000
"2195",NA,NA,5500,12000
"2196",NA,NA,20000,7800
"2197",NA,NA,26000,10000
"2198",NA,NA,3800,20000
"2199",NA,NA,16000,10000
"2200",NA,NA,12000,12000
"2201",NA,NA,13775,24725
"2202",NA,NA,30000,16000
"2203",NA,NA,10750,30000
"2204",NA,NA,10000,25000
"2205",NA,NA,10000,24250
"2206",NA,NA,16800,24000
"2207",NA,NA,12000,20000
"2208",NA,NA,3500,35000
"2209",NA,NA,30000,27200
"2210",NA,NA,21000,10000
"2211",NA,NA,15000,24000
"2212",NA,NA,10000,35000
"2213",NA,NA,11400,12000
"2214",NA,NA,11250,10500
"2215",NA,NA,15000,8600
"2216",NA,NA,13000,16450
"2217",NA,NA,20000,30000
"2218",NA,NA,4000,9000
"2219",NA,NA,8000,14100
"2220",NA,NA,3475,26000
"2221",NA,NA,25000,20000
"2222",NA,NA,8000,8000
"2223",NA,NA,15000,3600
"2224",NA,NA,15000,10050
"2225",NA,NA,35000,17000
"2226",NA,NA,6550,25000
"2227",NA,NA,6400,6000
"2228",NA,NA,10000,20000
"2229",NA,NA,7625,12000
"2230",NA,NA,16000,5000
"2231",NA,NA,9100,10075
"2232",NA,NA,7000,15000
"2233",NA,NA,16000,12375
"2234",NA,NA,28000,12000
"2235",NA,NA,5700,24000
"2236",NA,NA,4000,26500
"2237",NA,NA,17575,28000
"2238",NA,NA,17475,12500
"2239",NA,NA,4175,10000
"2240",NA,NA,14000,8400
"2241",NA,NA,9600,15750
"2242",NA,NA,28000,35000
"2243",NA,NA,20000,6650
"2244",NA,NA,7200,30000
"2245",NA,NA,21600,35000
"2246",NA,NA,15000,5600
"2247",NA,NA,12000,12000
"2248",NA,NA,15000,18825
"2249",NA,NA,15000,20000
"2250",NA,NA,12000,28000
"2251",NA,NA,12000,18000
"2252",NA,NA,13000,10000
"2253",NA,NA,12000,14000
"2254",NA,NA,35000,3000
"2255",NA,NA,12000,35000
"2256",NA,NA,35000,10000
"2257",NA,NA,9000,6000
"2258",NA,NA,16575,15000
"2259",NA,NA,12000,14000
"2260",NA,NA,9600,14000
"2261",NA,NA,35000,12000
"2262",NA,NA,8600,7000
"2263",NA,NA,4000,18425
"2264",NA,NA,16000,11500
"2265",NA,NA,15400,20000
"2266",NA,NA,10000,20000
"2267",NA,NA,7000,5000
"2268",NA,NA,15000,6000
"2269",NA,NA,3200,9000
"2270",NA,NA,21100,9700
"2271",NA,NA,4000,16800
"2272",NA,NA,27450,18550
"2273",NA,NA,13000,20000
"2274",NA,NA,16000,30000
"2275",NA,NA,10000,13200
"2276",NA,NA,12250,2500
"2277",NA,NA,6000,21000
"2278",NA,NA,12000,9000
"2279",NA,NA,7575,24000
"2280",NA,NA,8000,15325
"2281",NA,NA,6600,8000
"2282",NA,NA,8400,11000
"2283",NA,NA,10000,17450
"2284",NA,NA,9500,23400
"2285",NA,NA,26000,18000
"2286",NA,NA,18000,24000
"2287",NA,NA,30000,20000
"2288",NA,NA,9000,20000
"2289",NA,NA,11875,10000
"2290",NA,NA,18525,35000
"2291",NA,NA,2650,18825
"2292",NA,NA,8000,10000
"2293",NA,NA,9000,19950
"2294",NA,NA,17850,5175
"2295",NA,NA,22000,8000
"2296",NA,NA,10000,24000
"2297",NA,NA,33600,7250
"2298",NA,NA,17100,8000
"2299",NA,NA,28000,20000
"2300",NA,NA,16000,8875
"2301",NA,NA,33000,15600
"2302",NA,NA,2650,8000
"2303",NA,NA,2200,2000
"2304",NA,NA,10000,6250
"2305",NA,NA,15225,31900
"2306",NA,NA,12000,7200
"2307",NA,NA,15400,23000
"2308",NA,NA,20000,16800
"2309",NA,NA,15825,25000
"2310",NA,NA,13000,1450
"2311",NA,NA,10000,20000
"2312",NA,NA,11200,15000
"2313",NA,NA,28000,6000
"2314",NA,NA,16150,4800
"2315",NA,NA,5000,12350
"2316",NA,NA,10000,16200
"2317",NA,NA,16150,22000
"2318",NA,NA,20000,4000
"2319",NA,NA,8200,10000
"2320",NA,NA,8575,25000
"2321",NA,NA,13000,1000
"2322",NA,NA,9000,6000
"2323",NA,NA,25000,3000
"2324",NA,NA,5000,20000
"2325",NA,NA,2975,10000
"2326",NA,NA,2000,8000
"2327",NA,NA,5000,14000
"2328",NA,NA,25000,8500
"2329",NA,NA,8000,9000
"2330",NA,NA,18000,11000
"2331",NA,NA,12800,20000
"2332",NA,NA,35000,20000
"2333",NA,NA,11500,5000
"2334",NA,NA,10800,10000
"2335",NA,NA,19200,10000
"2336",NA,NA,12000,15000
"2337",NA,NA,25000,9000
"2338",NA,NA,6200,18000
"2339",NA,NA,12000,11025
"2340",NA,NA,3000,4000
"2341",NA,NA,21250,10000
"2342",NA,NA,10325,35000
"2343",NA,NA,20000,15000
"2344",NA,NA,16450,14400
"2345",NA,NA,12000,20000
"2346",NA,NA,20600,4000
"2347",NA,NA,30000,15000
"2348",NA,NA,18000,16000
"2349",NA,NA,33600,6250
"2350",NA,NA,24850,6500
"2351",NA,NA,16675,18000
"2352",NA,NA,21000,15000
"2353",NA,NA,23000,7000
"2354",NA,NA,15075,18000
"2355",NA,NA,6500,15000
"2356",NA,NA,12000,11900
"2357",NA,NA,18000,15000
"2358",NA,NA,1000,10000
"2359",NA,NA,6000,1750
"2360",NA,NA,12000,12000
"2361",NA,NA,14400,35000
"2362",NA,NA,6000,19000
"2363",NA,NA,4500,10000
"2364",NA,NA,6475,7500
"2365",NA,NA,9600,15000
"2366",NA,NA,16000,18500
"2367",NA,NA,11500,4000
"2368",NA,NA,20000,11100
"2369",NA,NA,12000,15000
"2370",NA,NA,16300,7675
"2371",NA,NA,3000,7000
"2372",NA,NA,30000,11250
"2373",NA,NA,6400,6000
"2374",NA,NA,6200,3600
"2375",NA,NA,14675,3000
"2376",NA,NA,13000,16800
"2377",NA,NA,18075,7500
"2378",NA,NA,16000,8225
"2379",NA,NA,12000,13100
"2380",NA,NA,5500,24000
"2381",NA,NA,35000,5000
"2382",NA,NA,8575,6000
"2383",NA,NA,21575,14000
"2384",NA,NA,18000,5000
"2385",NA,NA,32500,14000
"2386",NA,NA,10400,16000
"2387",NA,NA,7000,34875
"2388",NA,NA,6000,8400
"2389",NA,NA,30000,15000
"2390",NA,NA,16000,20850
"2391",NA,NA,8400,6000
"2392",NA,NA,20000,11000
"2393",NA,NA,25000,6650
"2394",NA,NA,15000,5250
"2395",NA,NA,10000,2100
"2396",NA,NA,29825,24000
"2397",NA,NA,12000,6000
"2398",NA,NA,12950,4000
"2399",NA,NA,28000,16000
"2400",NA,NA,4000,7200
"2401",NA,NA,30000,20000
"2402",NA,NA,4000,9000
"2403",NA,NA,6000,5000
"2404",NA,NA,30000,8000
"2405",NA,NA,26600,6000
"2406",NA,NA,9600,7125
"2407",NA,NA,15000,28000
"2408",NA,NA,23000,35000
"2409",NA,NA,10000,12000
"2410",NA,NA,18000,7000
"2411",NA,NA,7000,28650
"2412",NA,NA,6000,12675
"2413",NA,NA,10000,22000
"2414",NA,NA,33000,10000
"2415",NA,NA,10000,15000
"2416",NA,NA,10000,35000
"2417",NA,NA,15000,32350
"2418",NA,NA,35000,6000
"2419",NA,NA,3600,10000
"2420",NA,NA,5000,15000
"2421",NA,NA,23000,13750
"2422",NA,NA,16500,28000
"2423",NA,NA,11850,24375
"2424",NA,NA,25000,24000
"2425",NA,NA,20000,25000
"2426",NA,NA,30000,2000
"2427",NA,NA,5000,13000
"2428",NA,NA,15000,12950
"2429",NA,NA,18800,23850
"2430",NA,NA,20000,13000
"2431",NA,NA,12250,16000
"2432",NA,NA,9600,8000
"2433",NA,NA,22950,7200
"2434",NA,NA,22750,7000
"2435",NA,NA,16000,11200
"2436",NA,NA,21000,10775
"2437",NA,NA,6000,7000
"2438",NA,NA,10000,26000
"2439",NA,NA,6025,5000
"2440",NA,NA,16000,35000
"2441",NA,NA,10000,2300
"2442",NA,NA,10000,20000
"2443",NA,NA,15300,20000
"2444",NA,NA,6000,14000
"2445",NA,NA,25000,10000
"2446",NA,NA,14100,19000
"2447",NA,NA,35000,35000
"2448",NA,NA,1000,12000
"2449",NA,NA,12000,6200
"2450",NA,NA,14075,20000
"2451",NA,NA,4800,12000
"2452",NA,NA,20375,9000
"2453",NA,NA,24000,15000
"2454",NA,NA,9000,13500
"2455",NA,NA,20000,5600
"2456",NA,NA,12800,8000
"2457",NA,NA,10975,10550
"2458",NA,NA,10000,8500
"2459",NA,NA,31400,10000
"2460",NA,NA,23000,18000
"2461",NA,NA,1000,10000
"2462",NA,NA,12700,20000
"2463",NA,NA,3500,5000
"2464",NA,NA,11000,33600
"2465",NA,NA,6000,34500
"2466",NA,NA,6950,11000
"2467",NA,NA,5600,7500
"2468",NA,NA,20000,9600
"2469",NA,NA,19075,15000
"2470",NA,NA,10800,8000
"2471",NA,NA,27000,21200
"2472",NA,NA,9500,9600
"2473",NA,NA,12000,12000
"2474",NA,NA,35000,11250
"2475",NA,NA,14000,20000
"2476",NA,NA,12600,15000
"2477",NA,NA,7000,15000
"2478",NA,NA,16800,22000
"2479",NA,NA,10000,12000
"2480",NA,NA,20000,8800
"2481",NA,NA,19000,10000
"2482",NA,NA,4000,5000
"2483",NA,NA,12000,24000
"2484",NA,NA,20000,9600
"2485",NA,NA,6000,15625
"2486",NA,NA,35000,12000
"2487",NA,NA,9600,3000
"2488",NA,NA,13275,9600
"2489",NA,NA,6400,9600
"2490",NA,NA,9800,11200
"2491",NA,NA,35000,10000
"2492",NA,NA,4400,1000
"2493",NA,NA,6800,5625
"2494",NA,NA,5000,6400
"2495",NA,NA,24000,3075
"2496",NA,NA,11000,20000
"2497",NA,NA,12700,23975
"2498",NA,NA,15000,11000
"2499",NA,NA,4000,19000
"2500",NA,NA,25000,5600
"2501",NA,NA,5225,10000
"2502",NA,NA,21000,9000
"2503",NA,NA,25000,10000
"2504",NA,NA,9000,9000
"2505",NA,NA,3200,15500
"2506",NA,NA,19375,12000
"2507",NA,NA,28000,20000
"2508",NA,NA,5000,5000
"2509",NA,NA,16500,17850
"2510",NA,NA,7875,35000
"2511",NA,NA,8000,6400
"2512",NA,NA,16925,11400
"2513",NA,NA,7000,25000
"2514",NA,NA,12875,1000
"2515",NA,NA,1000,8000
"2516",NA,NA,15000,20275
"2517",NA,NA,32000,6000
"2518",NA,NA,10000,9100
"2519",NA,NA,20600,4000
"2520",NA,NA,20000,11500
"2521",NA,NA,10000,16000
"2522",NA,NA,14000,4000
"2523",NA,NA,24000,9750
"2524",NA,NA,20000,22000
"2525",NA,NA,12000,7200
"2526",NA,NA,8500,6000
"2527",NA,NA,9700,12000
"2528",NA,NA,13475,35000
"2529",NA,NA,35000,8000
"2530",NA,NA,8000,9000
"2531",NA,NA,18000,26300
"2532",NA,NA,10000,18000
"2533",NA,NA,14000,20125
"2534",NA,NA,14000,35000
"2535",NA,NA,35000,4800
"2536",NA,NA,9000,5000
"2537",NA,NA,5825,24250
"2538",NA,NA,3975,10000
"2539",NA,NA,24000,15000
"2540",NA,NA,12000,20400
"2541",NA,NA,4800,6000
"2542",NA,NA,35000,10000
"2543",NA,NA,12000,14075
"2544",NA,NA,25000,30000
"2545",NA,NA,35000,12225
"2546",NA,NA,35000,7350
"2547",NA,NA,26325,8750
"2548",NA,NA,5000,16000
"2549",NA,NA,5000,13025
"2550",NA,NA,17000,9450
"2551",NA,NA,6525,10000
"2552",NA,NA,20000,1500
"2553",NA,NA,10750,35000
"2554",NA,NA,7000,17175
"2555",NA,NA,35000,19000
"2556",NA,NA,30825,15000
"2557",NA,NA,10200,9925
"2558",NA,NA,10000,21000
"2559",NA,NA,28000,10625
"2560",NA,NA,15000,4000
"2561",NA,NA,9100,28500
"2562",NA,NA,15000,24000
"2563",NA,NA,8000,10300
"2564",NA,NA,9600,17600
"2565",NA,NA,1600,3500
"2566",NA,NA,10000,3300
"2567",NA,NA,10000,5000
"2568",NA,NA,5000,8000
"2569",NA,NA,15000,8000
"2570",NA,NA,6800,8200
"2571",NA,NA,9000,15000
"2572",NA,NA,2800,4200
"2573",NA,NA,35000,5000
"2574",NA,NA,5600,14700
"2575",NA,NA,21000,35000
"2576",NA,NA,15000,35000
"2577",NA,NA,16800,35000
"2578",NA,NA,7500,18000
"2579",NA,NA,25000,13000
"2580",NA,NA,9925,18500
"2581",NA,NA,8400,9500
"2582",NA,NA,6000,5000
"2583",NA,NA,8000,35000
"2584",NA,NA,13850,6875
"2585",NA,NA,35000,18525
"2586",NA,NA,20000,8725
"2587",NA,NA,7975,20000
"2588",NA,NA,23000,3500
"2589",NA,NA,12000,10000
"2590",NA,NA,7500,8575
"2591",NA,NA,16000,30000
"2592",NA,NA,15600,18350
"2593",NA,NA,35000,10000
"2594",NA,NA,25000,12000
"2595",NA,NA,35000,3000
"2596",NA,NA,6000,4800
"2597",NA,NA,12000,28000
"2598",NA,NA,5800,7200
"2599",NA,NA,14400,12000
"2600",NA,NA,25000,21000
"2601",NA,NA,28000,20000
"2602",NA,NA,4800,14000
"2603",NA,NA,4475,10000
"2604",NA,NA,22000,35000
"2605",NA,NA,4000,18000
"2606",NA,NA,24000,30000
"2607",NA,NA,12000,21600
"2608",NA,NA,25000,15000
"2609",NA,NA,27500,10000
"2610",NA,NA,10000,10000
"2611",NA,NA,30000,12000
"2612",NA,NA,7100,15000
"2613",NA,NA,30000,5000
"2614",NA,NA,13600,10500
"2615",NA,NA,24000,13000
"2616",NA,NA,9000,8050
"2617",NA,NA,12000,6000
"2618",NA,NA,18000,8600
"2619",NA,NA,8075,15000
"2620",NA,NA,5000,35000
"2621",NA,NA,27000,10475
"2622",NA,NA,28625,24000
"2623",NA,NA,15000,1600
"2624",NA,NA,15000,28000
"2625",NA,NA,19800,23175
"2626",NA,NA,5000,11875
"2627",NA,NA,15000,28775
"2628",NA,NA,1800,11000
"2629",NA,NA,5375,20800
"2630",NA,NA,21000,6900
"2631",NA,NA,19200,30000
"2632",NA,NA,5000,8000
"2633",NA,NA,14400,9600
"2634",NA,NA,10000,27500
"2635",NA,NA,35000,18000
"2636",NA,NA,13575,20000
"2637",NA,NA,11000,10000
"2638",NA,NA,30000,21000
"2639",NA,NA,25000,18000
"2640",NA,NA,5000,12000
"2641",NA,NA,10000,32000
"2642",NA,NA,35000,6000
"2643",NA,NA,4000,15000
"2644",NA,NA,20000,12000
"2645",NA,NA,21600,12000
"2646",NA,NA,19000,16000
"2647",NA,NA,24000,10000
"2648",NA,NA,8000,25700
"2649",NA,NA,8000,24000
"2650",NA,NA,35000,25000
"2651",NA,NA,13100,8000
"2652",NA,NA,21000,10800
"2653",NA,NA,25000,9500
"2654",NA,NA,12000,8400
"2655",NA,NA,25000,33000
"2656",NA,NA,3625,10000
"2657",NA,NA,7200,21500
"2658",NA,NA,14850,4800
"2659",NA,NA,6625,30000
"2660",NA,NA,21000,16000
"2661",NA,NA,10000,8500
"2662",NA,NA,24000,22000
"2663",NA,NA,12000,24000
"2664",NA,NA,8000,6000
"2665",NA,NA,10000,13275
"2666",NA,NA,16000,17000
"2667",NA,NA,9000,6000
"2668",NA,NA,24000,16000
"2669",NA,NA,24000,9600
"2670",NA,NA,22000,10000
"2671",NA,NA,12400,8000
"2672",NA,NA,18000,4000
"2673",NA,NA,3625,6400
"2674",NA,NA,8000,29500
"2675",NA,NA,7500,25500
"2676",NA,NA,10000,6000
"2677",NA,NA,9200,14400
"2678",NA,NA,30225,16000
"2679",NA,NA,18250,12000
"2680",NA,NA,1500,4075
"2681",NA,NA,2400,2600
"2682",NA,NA,20000,13000
"2683",NA,NA,26400,23475
"2684",NA,NA,23000,21000
"2685",NA,NA,8000,6000
"2686",NA,NA,35000,35000
"2687",NA,NA,20000,18000
"2688",NA,NA,5975,35000
"2689",NA,NA,5375,6000
"2690",NA,NA,4800,28000
"2691",NA,NA,25050,5000
"2692",NA,NA,24700,12000
"2693",NA,NA,30000,12925
"2694",NA,NA,3500,35000
"2695",NA,NA,30000,5100
"2696",NA,NA,6500,8900
"2697",NA,NA,16000,6650
"2698",NA,NA,21000,12600
"2699",NA,NA,12000,10800
"2700",NA,NA,15000,4000
"2701",NA,NA,4800,25000
"2702",NA,NA,5000,20000
"2703",NA,NA,14675,22000
"2704",NA,NA,10000,6000
"2705",NA,NA,13000,21000
"2706",NA,NA,25000,17000
"2707",NA,NA,12000,23850
"2708",NA,NA,11700,11200
"2709",NA,NA,10000,6000
"2710",NA,NA,10000,24000
"2711",NA,NA,16000,11200
"2712",NA,NA,12000,5000
"2713",NA,NA,24000,10000
"2714",NA,NA,18000,5600
"2715",NA,NA,18000,25000
"2716",NA,NA,28000,7000
"2717",NA,NA,25000,14400
"2718",NA,NA,10000,3500
"2719",NA,NA,11500,35000
"2720",NA,NA,3000,30000
"2721",NA,NA,17000,18400
"2722",NA,NA,6000,19750
"2723",NA,NA,10000,10400
"2724",NA,NA,6000,17000
"2725",NA,NA,9000,5600
"2726",NA,NA,6000,15000
"2727",NA,NA,24500,1400
"2728",NA,NA,10000,25000
"2729",NA,NA,6000,18000
"2730",NA,NA,20000,10000
"2731",NA,NA,15000,24575
"2732",NA,NA,24000,35000
"2733",NA,NA,3775,5000
"2734",NA,NA,28000,20000
"2735",NA,NA,8725,16700
"2736",NA,NA,14225,6500
"2737",NA,NA,8000,5000
"2738",NA,NA,20000,6500
"2739",NA,NA,16000,20000
"2740",NA,NA,25000,10000
"2741",NA,NA,6000,20000
"2742",NA,NA,16200,32100
"2743",NA,NA,5600,28000
"2744",NA,NA,18000,28000
"2745",NA,NA,14400,2000
"2746",NA,NA,15000,8000
"2747",NA,NA,5200,5600
"2748",NA,NA,20000,19200
"2749",NA,NA,8000,29975
"2750",NA,NA,7125,30000
"2751",NA,NA,6500,10000
"2752",NA,NA,11700,11200
"2753",NA,NA,10000,18000
"2754",NA,NA,2000,17325
"2755",NA,NA,35000,24000
"2756",NA,NA,30000,4200
"2757",NA,NA,7700,20000
"2758",NA,NA,13250,35000
"2759",NA,NA,7000,18000
"2760",NA,NA,23075,5600
"2761",NA,NA,10500,24575
"2762",NA,NA,12000,10500
"2763",NA,NA,4000,5400
"2764",NA,NA,10000,11000
"2765",NA,NA,11500,10000
"2766",NA,NA,13475,8400
"2767",NA,NA,12000,7350
"2768",NA,NA,12000,12000
"2769",NA,NA,16000,30000
"2770",NA,NA,35000,6400
"2771",NA,NA,20000,5000
"2772",NA,NA,11000,10000
"2773",NA,NA,9600,10000
"2774",NA,NA,20000,15000
"2775",NA,NA,4325,6000
"2776",NA,NA,24000,7000
"2777",NA,NA,30000,5200
"2778",NA,NA,10000,12000
"2779",NA,NA,15000,20900
"2780",NA,NA,7000,4000
"2781",NA,NA,6075,18000
"2782",NA,NA,5125,14000
"2783",NA,NA,12450,12000
"2784",NA,NA,8000,12000
"2785",NA,NA,14700,10000
"2786",NA,NA,35000,12250
"2787",NA,NA,15000,35000
"2788",NA,NA,11200,5000
"2789",NA,NA,12000,3625
"2790",NA,NA,15000,21000
"2791",NA,NA,7000,30400
"2792",NA,NA,4000,13200
"2793",NA,NA,8400,9000
"2794",NA,NA,12000,9600
"2795",NA,NA,9000,15000
"2796",NA,NA,8975,7000
"2797",NA,NA,6525,24000
"2798",NA,NA,10625,13000
"2799",NA,NA,14225,19000
"2800",NA,NA,25825,35000
"2801",NA,NA,12400,24375
"2802",NA,NA,8000,5375
"2803",NA,NA,10000,8000
"2804",NA,NA,20000,10000
"2805",NA,NA,14750,15000
"2806",NA,NA,35000,5500
"2807",NA,NA,16000,10000
"2808",NA,NA,18400,18250
"2809",NA,NA,10000,11000
"2810",NA,NA,9600,19875
"2811",NA,NA,8400,35000
"2812",NA,NA,10000,28000
"2813",NA,NA,20150,14400
"2814",NA,NA,25000,8000
"2815",NA,NA,22000,5700
"2816",NA,NA,8000,25475
"2817",NA,NA,11100,11000
"2818",NA,NA,15800,17000
"2819",NA,NA,30000,10000
"2820",NA,NA,28000,16000
"2821",NA,NA,18000,35000
"2822",NA,NA,10000,30000
"2823",NA,NA,16000,7475
"2824",NA,NA,5000,5000
"2825",NA,NA,15000,18000
"2826",NA,NA,35000,14000
"2827",NA,NA,12800,33175
"2828",NA,NA,9250,16000
"2829",NA,NA,20000,18000
"2830",NA,NA,11000,12000
"2831",NA,NA,20000,4500
"2832",NA,NA,4800,3600
"2833",NA,NA,16325,2000
"2834",NA,NA,20000,10000
"2835",NA,NA,35000,11375
"2836",NA,NA,14000,24000
"2837",NA,NA,10000,8000
"2838",NA,NA,35000,15000
"2839",NA,NA,20000,25000
"2840",NA,NA,18000,10000
"2841",NA,NA,12000,8600
"2842",NA,NA,6325,12000
"2843",NA,NA,5000,25000
"2844",NA,NA,7125,7000
"2845",NA,NA,8000,10000
"2846",NA,NA,12000,24000
"2847",NA,NA,14000,8000
"2848",NA,NA,12000,18900
"2849",NA,NA,7000,33500
"2850",NA,NA,10050,7000
"2851",NA,NA,10950,28000
"2852",NA,NA,25000,29175
"2853",NA,NA,20000,21000
"2854",NA,NA,8000,19800
"2855",NA,NA,15000,10000
"2856",NA,NA,3500,10500
"2857",NA,NA,16600,18400
"2858",NA,NA,16000,4675
"2859",NA,NA,14000,35000
"2860",NA,NA,11625,7200
"2861",NA,NA,12000,21075
"2862",NA,NA,6000,5500
"2863",NA,NA,16200,8000
"2864",NA,NA,12225,5825
"2865",NA,NA,9600,10000
"2866",NA,NA,20675,18200
"2867",NA,NA,35000,25000
"2868",NA,NA,25000,12000
"2869",NA,NA,2500,11725
"2870",NA,NA,8000,6000
"2871",NA,NA,10000,6000
"2872",NA,NA,8000,15000
"2873",NA,NA,7000,5175
"2874",NA,NA,15500,3600
"2875",NA,NA,8725,24000
"2876",NA,NA,8000,15000
"2877",NA,NA,10000,11000
"2878",NA,NA,14000,1500
"2879",NA,NA,10000,19150
