userID,friendID
87808217,2820205595
87808217,3757249243
87808217,3838576549
87826451,136459637
87826451,168740913
87826451,184359065
87826451,296828441
87826451,488817721
87826451,530849859
87826451,534708719
87826451,539300573
87826451,543532017
87826451,546548491
87826451,550100641
87826451,554687993
87826451,558282143
87826451,561054567
87826451,568082107
87826451,572941239
87826451,580209351
87826451,585492853
87826451,593965943
87826451,606991131
87826451,616380459
87826451,646546003
87826451,705446699
87826451,775917523
87826451,3905090149
135932485,131002279
135932485,134612029
135932485,136962561
135932485,138099695
135932485,145045843
135932485,154915925
135932485,187517777
135932485,258517335
135932485,292604263
135932485,487943889
135932485,531093517
135932485,533334815
135932485,538291207
135932485,544689817
135932485,553546433
135932485,561349395
135932485,568230555
135932485,579532407
135932485,596229869
135932485,612944271
135932485,663177655
135932485,731451147
135932485,1576357873
135932485,3142988447
135932485,3146780343
135932485,3972524773
139840069,134875451
139840069,156267069
139840069,176408393
139840069,231077105
139840069,487946789
139840069,533960539
139840069,543135919
139840069,557268113
139840069,561054567
139840069,561265031
139840069,562867467
139840069,569430625
139840069,577097915
139840069,583701239
139840069,585315573
139840069,586886201
139840069,597497167
139840069,599481741
139840069,624081113
139840069,647754863
139840069,784281181
150023465,145193415
150023465,185203523
150023465,237521907
150023465,260108669
150023465,531321505
150023465,534372039
150023465,548029223
150023465,560955119
150023465,561265031
150023465,572941239
150023465,574111981
150023465,584372993
150023465,598035735
150023465,611415081
150023465,634091679
150023465,647789999
150023465,683202099
150023465,724535251
150023465,752815501
150023465,876022301
150023465,1574107853
155712967,136351291
155712967,163989703
155712967,203911407
155712967,322675539
155712967,529931345
155712967,536153191
155712967,539678071
155712967,545428399
155712967,549092507
155712967,553669971
155712967,561054567
155712967,566555587
155712967,574262133
155712967,581706221
155712967,587496783
155712967,594699601
155712967,609973985
155712967,633736477
155712967,686159195
155712967,748808893
155712967,841710967
155712967,4182428449
156984681,87800721
156984681,87830951
156984681,136598631
156984681,139148275
156984681,139788717
156984681,145928819
156984681,153415771
156984681,176408393
156984681,193773101
156984681,229525517
156984681,259346073
156984681,308424113
156984681,326767645
156984681,428472107
156984681,468852279
156984681,489647743
156984681,529871491
156984681,529881287
156984681,531063051
156984681,532100851
156984681,532225223
156984681,534372039
156984681,536017293
156984681,537508447
156984681,538662931
156984681,539809423
156984681,540032087
156984681,541925451
156984681,543615911
156984681,544553863
156984681,545474931
156984681,547670611
156984681,548434885
156984681,548841067
156984681,551725949
156984681,553546433
156984681,553825841
156984681,559768707
156984681,563130403
156984681,567782185
156984681,571186443
156984681,574578709
156984681,577243835
156984681,578302891
156984681,583195925
156984681,589195809
156984681,593511797
156984681,607339023
156984681,616868641
156984681,644188487
156984681,676172627
156984681,736347081
156984681,775660757
156984681,1073075313
156984681,2049258127
156984681,2723391171
156984681,3720925045
156984681,3980271519
167729505,87762563
167729505,87768603
167729505,147712483
167729505,167161541
167729505,173323737
167729505,176408393
167729505,199644079
167729505,238489691
167729505,281792855
167729505,415486415
167729505,490515109
167729505,530084341
167729505,531063051
167729505,531816585
167729505,533170539
167729505,534075379
167729505,534708719
167729505,535499857
167729505,537807417
167729505,542696869
167729505,545000739
167729505,547561837
167729505,552234865
167729505,558181857
167729505,564545631
167729505,568972187
167729505,574074897
167729505,582195481
167729505,588255037
167729505,596289673
167729505,603416493
167729505,606908629
167729505,612183715
167729505,619581859
167729505,646545625
167729505,684993429
167729505,687108865
167729505,696453545
167729505,698877737
167729505,701851547
167729505,736347081
167729505,845167307
167729505,1555378637
167729505,1565637885
167729505,1566398639
167729505,1567496379
167729505,1569434137
167729505,1570321867
167729505,1570620059
167729505,1571304769
167729505,3427130693
168921263,139788717
168921263,154602883
168921263,171487381
168921263,181721449
168921263,184359065
168921263,210402311
168921263,232584485
168921263,258517335
168921263,288285057
168921263,331542011
168921263,487755361
168921263,487822707
168921263,529973677
168921263,530145423
168921263,531445867
168921263,532053793
168921263,532669031
168921263,535520043
168921263,535859069
168921263,536650825
168921263,538884201
168921263,538973093
168921263,542427443
168921263,542581467
168921263,542716207
168921263,545863789
168921263,546804501
168921263,547847713
168921263,547885901
168921263,548029223
168921263,553421085
168921263,561265031
168921263,562137943
168921263,569176445
168921263,574111981
168921263,590947317
168921263,595033267
168921263,602010467
168921263,612275347
168921263,623879387
168921263,652876149
168921263,700153467
168921263,728351165
168921263,757115483
168921263,788696033
168921263,808238467
168921263,4182319913
171043555,167161541
171043555,229525517
171043555,284554217
171043555,544755047
171043555,558897819
171043555,578622117
171043555,580213669
171043555,584372993
171043555,611415081
171043555,647789999
171043555,699551621
171043555,742848329
171043555,1031489669
174893247,173034627
174893247,233735719
174893247,302312981
174893247,358783279
174893247,487840015
174893247,529300403
174893247,530052053
174893247,530746869
174893247,532254611
174893247,533256309
174893247,533638275
174893247,535200045
174893247,536787773
174893247,538356987
174893247,539918057
174893247,542955271
174893247,544687795
174893247,545832581
174893247,546675837
174893247,548079497
174893247,549154429
174893247,550402213
174893247,551657297
174893247,553873433
174893247,555719031
174893247,557748159
174893247,560938579
174893247,563140959
174893247,566830069
174893247,570520809
174893247,572776251
174893247,580311169
174893247,584424951
174893247,588536397
174893247,594286671
174893247,605211231
174893247,619723543
174893247,691598275
174893247,1904405547
176408393,87717933
176408393,87726597
176408393,139840069
176408393,156984681
176408393,167729505
176408393,193787271
176408393,205608885
176408393,242983663
176408393,294793439
176408393,418160371
176408393,473733623
176408393,530387517
176408393,531580885
176408393,534436533
176408393,536298819
176408393,538410875
176408393,546003093
176408393,548029223
176408393,549146223
176408393,552708919
176408393,559170739
176408393,560094511
176408393,561767461
176408393,567679999
176408393,570334179
176408393,572941239
176408393,574111981
176408393,575672873
176408393,579532407
176408393,587220451
176408393,590947317
176408393,591420501
176408393,603049947
176408393,614236615
176408393,632013313
176408393,665578989
176408393,721579335
176408393,729795197
176408393,778965303
176408393,3172299791
176408393,3232580551
182244399,87766225
182244399,133712645
182244399,139261999
182244399,142974777
182244399,143658291
182244399,147942413
182244399,150675903
182244399,154687139
182244399,161887059
182244399,164303905
182244399,175074195
182244399,175426605
182244399,183860847
182244399,188032705
182244399,190981437
182244399,201805495
182244399,202516161
182244399,211547279
182244399,224956019
182244399,225335341
182244399,229204841
182244399,239589309
182244399,271090751
182244399,288431985
182244399,294297715
182244399,309706203
182244399,334420929
182244399,387544091
182244399,447067897
182244399,487727915
182244399,488057771
182244399,490941019
182244399,529486017
182244399,529762985
182244399,530376203
182244399,530867683
182244399,530922599
182244399,531728833
182244399,532646449
182244399,533330287
182244399,534483383
182244399,535899529
182244399,537192545
182244399,538610643
182244399,539867893
182244399,539906881
182244399,542028379
182244399,542214849
182244399,544344019
182244399,544704037
182244399,546402317
182244399,546636191
182244399,547381125
182244399,547435901
182244399,548342409
182244399,549453485
182244399,549486107
182244399,551754071
182244399,551857557
182244399,554707187
182244399,555566547
182244399,555580277
182244399,557693587
182244399,559520761
182244399,559999775
182244399,568608661
182244399,575777335
182244399,586768129
182244399,587464159
182244399,588586003
182244399,590129959
182244399,598477931
182244399,615553963
182244399,624181015
182244399,649793283
182244399,676837265
182244399,711113293
182244399,740213181
182244399,764119863
182244399,840109207
182244399,950397819
182244399,2121464373
182244399,3547569093
185203523,87718201
185203523,87718535
185203523,87723771
185203523,87789145
185203523,150023465
185203523,150548725
185203523,160970963
185203523,165228591
185203523,176230597
185203523,184599943
185203523,185864345
185203523,201462703
185203523,209983117
185203523,214349839
185203523,219499693
185203523,222914543
185203523,241582519
185203523,249198643
185203523,249259285
185203523,254691003
185203523,258517335
185203523,265299281
185203523,279388011
185203523,311816943
185203523,341137873
185203523,428589845
185203523,487664223
185203523,487740967
185203523,529266417
185203523,529697509
185203523,530200913
185203523,530569815
185203523,530998237
185203523,531766949
185203523,533324565
185203523,533957275
185203523,534662349
185203523,534760243
185203523,535099663
185203523,535690961
185203523,536807143
185203523,536908451
185203523,537362607
185203523,538978063
185203523,539329297
185203523,541814975
185203523,542913447
185203523,543438485
185203523,544865799
185203523,547103355
185203523,548029223
185203523,549700967
185203523,551996721
185203523,552840821
185203523,553551255
185203523,555054001
185203523,557024595
185203523,560342623
185203523,561054567
185203523,565648357
185203523,574111981
185203523,583948939
185203523,598035735
185203523,641929985
185203523,670726029
185203523,697276583
185203523,721579335
185203523,966806089
185203523,1489023993
185203523,3841929579
