date,title,intro,author,url
1630039154,us praesident joe biden zu is nach anschlag von kabul wir werden euch jagen,"Nach dem verheerenden Anschlag in der Nähe des Flughafens von Kabul hat US-Präsident Joe Biden den dafür verantwortlichen Terroristen mit Vergeltung gedroht. Mehr als  Menschen wurden getötet, darunter auch  US-Soldaten.",,https://www.manager-magazin.de/politik/us-praesident-joe-biden-zu-is-nach-anschlag-von-kabul-wir-werden-euch-jagen-a-cb5f7b6a-f62e-4518-b107-2fcbc079dfe4
1630032286,corona news rki registriert   corona neuinfektionen inzidenz bei  ,"Vizekanzler Olaf Scholz hat Geimpfte aufgerufen, in ihrem Umfeld für die Impfung zu werben. Dabei hat er auch einen Appell an Ungeimpfte gerichtet. Und: Berliner Gericht kippt Verbot einer Demo gegen die Coronapolitik. Der Überblick.",,https://www.spiegel.de/wissenschaft/medizin/corona-news-rki-registriert-12-029-corona-neuinfektionen-inzidenz-bei-70-3-a-b81081ac-d51e-4f33-bc88-23a1c3e553fe
1630010885,afghanistan viele tote bei selbstmordanschlaegen am flughafen kabul,"Erst zwei Selbstmordanschläge, dann Schüsse in die Menge: Am Kabuler Flughafen sind zahlreiche Menschen gestorben. Die Lage bleibt so unübersichtlich wie gefährlich.","['Matthias Gebauer', 'Anna-Sophie Schneider', 'Thore Schröder']",https://www.spiegel.de/ausland/afghanistan-viele-tote-bei-selbstmordanschlaegen-am-flughafen-kabul-a-ca1c509e-7030-419e-9696-70d08a1792cf
1629997614,anschlag in kabul angela merkel spricht von niedertraechtigem anschlag,"Angela Merkel hat sich in einer Pressekonferenz zu dem Anschlag in Kabul geäußert. Das Fenster für eine Evakuierung schließe sich. Man werde aber weiter daran arbeiten, Menschen aus Afghanistan zu holen.",,https://www.spiegel.de/politik/anschlag-in-kabul-angela-merkel-spricht-von-niedertraechtigem-anschlag-a-dfbe46c1-e438-4c52-bc4f-38891d9ffce6
1629996176,nato eine weltmacht marschiert durch,"Die Union warnt im Wahlkampf vor der Linken, weil diese die Nato zerstören wolle. Diese Angst ist unbegründet: Das westliche Militärbündnis scheint sich gerade ganz von alleine zu erledigen.",['Bettina Gaus'],https://www.spiegel.de/politik/nato-eine-weltmacht-marschiert-durch-a-84368526-10d5-4020-818c-e612e589b0ef
1629975371,afghanistan lars klingbeil nennt linke nach bundeswehr enthaltung als unanstaendig,"SPD, Grüne und Linke könnten bei der Bundestagswahl eine Mehrheit bekommen – doch nun attackiert SPD-Generalsekretär Klingbeil die Linke für ihre Zurückhaltung beim Rettungsmandat. Linkenpolitikerin Wagenknecht keilt zurück.",,https://www.spiegel.de/politik/deutschland/afghanistan-lars-klingbeil-nennt-linke-nach-bundeswehr-enthaltung-als-unanstaendig-a-7ba1d23d-f1fa-4a13-9209-5e26cca2ee6b
1629953580,afghanistan news sicherheitslage im land laut uno insgesamt weitgehend ruhig,Die USA trauern um die Opfer von Kabul. Eine weitere Explosion in der Stadt war offenbar eine kontrollierte Sprengung. Und: Alle deutschen Soldaten sind ausgeflogen. Der Überblick am . August.,,https://www.spiegel.de/ausland/afghanistan-news-sicherheitslage-im-land-laut-uno-insgesamt-weitgehend-ruhig-a-97d8cfa2-2e8e-4f3e-b22c-a50650f3c5cc
1629953280,corona news am donnerstag die wichtigsten entwicklungen zu sars cov  und covid ,Nach Angaben des RKI liegt die Sieben-Tage-Inzidenz in der Gruppe der jungen Erwachsenen fast doppelt so hoch wie in der Gesamtbevölkerung. Und: Merkel will G in Zügen und auf Inlandsflügen einführen. Das war der Überblick am . August.,,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-donnerstag-die-wichtigsten-entwicklungen-zu-sars-cov-2-und-covid-19-a-308e75c1-5533-4c19-b39e-c6a2d1eff649
1629922680,ngos in afghanistan die taliban haben uns aufgefordert unsere humanitaere arbeit wieder aufzunehmen,"Sein größtes Problem sind nicht die Taliban, sondern geschlossene Banken und mangelndes Benzin: Hier spricht Thomas ten Boer, Afghanistan-Direktor der Welthungerhilfe, über die drohende humanitäre Katastrophe in dem Land.",['Lena Greiner'],https://www.spiegel.de/ausland/ngos-in-afghanistan-die-taliban-haben-uns-aufgefordert-unsere-humanitaere-arbeit-wieder-aufzunehmen-a-9dc9f9da-0b7d-4573-a868-935d9ba6d793
1629912195,afghanistan angela merkel spricht von einem dilemma,Vor dem Bundestag verteidigte die Kanzlerin die späte Evakuierung afghanischer Ortskräfte – und den Bundeswehreinsatz in Afghanistan generell. Die Opposition zog eine vernichtende Bilanz.,,https://www.spiegel.de/politik/afghanistan-angela-merkel-spricht-von-einem-dilemma-a-f86f2b64-5207-42f2-9cda-7c706c5612b7
1629907373,angela merkel und afghanistan war doch nicht alles schlecht,"Im Bundestag gibt sich Kanzlerin Merkel angesichts des Afghanistan-Desasters zwar selbstkritisch, vergemeinschaftet aber die Verantwortung. Und ganz vergebens soll der Einsatz nicht gewesen sein.",['Florian Gathmann'],https://www.spiegel.de/politik/deutschland/angela-merkel-und-afghanistan-war-doch-nicht-alles-schlecht-a-706118ad-0375-4e04-b73a-09178a72f216
1629906060,news des tages afghanistan schiffsstau vor der chinesischen ostkueste charlie watts,"In ihrer Afghanistan-Erklärung sagt die Kanzlerin, dass man hinterher immer klüger sei. Die Coronaerkrankung eines chinesischen Hafenarbeiters bringt den Welthandel durcheinander. Und die Musikwelt trauert um Stones-Drummer Charlie Watts. Das ist die Lage am Mittwochabend.",['Oliver Trenkamp'],https://www.spiegel.de/politik/deutschland/news-des-tages-afghanistan-schiffsstau-vor-der-chinesischen-ostkueste-charlie-watts-a-e5e4a323-4c7b-42a3-9d42-23da36181bf9
1629899513,bundestag beschliesst evakuierungseinsatz in afghanistan,Mit deutlicher Mehrheit hat der Bundestag nachträglich der Evakuierungsmission der Bundeswehr in Afghanistan zugestimmt.  Abgeordnete enthielten sich.,,https://www.spiegel.de/politik/deutschland/bundestag-beschliesst-evakuierungseinsatz-in-afghanistan-a-d4d32900-e061-404b-87bc-69dbfb11eecb
1629894552,lage im superwahljahr  olaf scholz als moeglicher spd kanzler armin laschet und die nrw liste streitgespraech markus soeder robert habeck,Das Kanzleramt ist in Reichweite für Olaf Scholz – was ist nur in die SPD gefahren? Armin Laschet muss um den Einzug in den Bundestag fürchten. Und Markus Söder hat ein Date mit Robert Habeck. Die Lage im Superwahljahr.,['Sebastian Fischer'],https://www.spiegel.de/politik/deutschland/lage-im-superwahljahr-2021-olaf-scholz-als-moeglicher-spd-kanzler-armin-laschet-und-die-nrw-liste-streitgespraech-markus-soeder-robert-habeck-a-551dee11-51a9-404c-9e31-2d6d7a156468
1629889980,angela merkel in ihrer regierungserklaerung die taliban sind jetzt realitaet in afghanistan,"Kanzlerin Merkel hat Fehleinschätzungen nach dem Abzug der internationalen Streitkräfte aus Afghanistan zugegeben. Es sei unterschätzt worden, »wie atemberaubend« schnell der Widerstand gegen die Taliban aufgegeben wurde.",,https://www.spiegel.de/politik/deutschland/angela-merkel-in-ihrer-regierungserklaerung-die-taliban-sind-jetzt-realitaet-in-afghanistan-a-2373e43a-0caa-43c6-be62-0e8c266b718d
1629885579,angela merkel regierungserklaerung im bundestag livestream,Angela Merkel hat im Bundestag ihre Regierungserklärung zum chaotischen Abzug aus Afghanistan abgegeben. Sehen Sie hier ihr Statement und die anschließende Debatte darüber.,,https://www.spiegel.de/politik/deutschland/angela-merkel-regierungserklaerung-im-bundestag-livestream-a-75ee3566-efae-4d48-b7a3-be99b72bd2fb
1629868500,inflation fed ezb und notenbanken und der schatten des aufschwungs,"Der Post-Corona-Boom hat viele überrascht, die Preise steigen rasant. Die Risiken sind so groß wie seit Jahrzehnten nicht. Eigentlich müssten die Notenbanken einschreiten. In Jackson Hole soll in dieser Woche ein neuer Kurs definiert werden.",['Christian Schütte'],https://www.manager-magazin.de/politik/weltwirtschaft/inflation-fed-ezb-und-notenbanken-und-der-schatten-des-aufschwungs-a-cbe4255a-0002-0001-0000-000178822609
1629855050,afghanistan news am mittwoch veteranenvertreter warnt vor radikalisierung altgedienter soldaten,"Laut US-Außenminister Blinken hat die Armee bereits einen Großteil der amerikanischen Staatsbürger aus Afghanistan evakuiert. Regierungsmitarbeiter versuchen, die übrigen Personen zu kontaktieren. Der Überblick am . August.",,https://www.spiegel.de/ausland/afghanistan-news-am-mittwoch-veteranenvertreter-warnt-vor-radikalisierung-altgedienter-soldaten-a-2ee317a6-c243-41cc-bdf2-49a38a9ccf8d
1629824348,afghanistan g staaten fordern von taliban sicherheitsgarantien fuer ausreisewillige,"Noch immer hoffen Tausende, vom Flughafen Kabul evakuiert zu werden. Doch die US-Soldaten ziehen sich dort in wenigen Tagen zurück. Das hat nach Angaben von Bundeskanzlerin Merkel auch Folgen für den Einsatz der Bundeswehr.",,https://www.spiegel.de/ausland/afghanistan-g7-staaten-fordern-von-taliban-sicherheitsgarantien-fuer-ausreisewillige-a-802e33ed-a06a-42ac-81c2-8235ba75b6ac
1629821940,afghanistan angela merkel aeussert sich nach dem g sondergipfel livestream,Die sieben führenden Industrienationen haben über die dramatische Sicherheitslage in Afghanistan beraten. Können die Evakuierungsmaßnahmen verlängert werden?,,https://www.spiegel.de/ausland/afghanistan-angela-merkel-aeussert-sich-nach-dem-g7-sondergipfel-livestream-a-be5c19ae-8f7e-40ee-ac32-7e802fea53ab
1629817351,besserwisserei rettet keine leben,Die Linkspartei will dem Evakuierungsmandat der Bundeswehr die Zustimmung verweigern. Damit bleibt die Partei zwar ihrem Dogma treu – verrät aber doch die eigenen Werte.,['Marc Röhlig'],https://www.spiegel.de/politik/deutschland/besserwisserei-rettet-keine-leben-a-2a66f309-e500-48cc-a0f8-1807d1a4a41a
1629804938,bundestagswahl  markus soeder vs robert habeck die einzig wahre wahlkampfdebatte,"Welche Antworten haben die Parteien auf die wirklich wichtigen Fragen unserer Zeit? Wie soll die deutsche Politik in der Post-Merkel-Ära gestaltet werden? Darüber diskutieren der Bayerische Ministerpräsident und CSU-Chef Markus Söder und der Co-Vorsitzende der Grünen, Robert Habeck, das Streitgespräch wird ausgerichtet von SPIEGEL, T-Online und VICE. Sehen Sie hier die Aufzeichnung der Live-Diskussion am Samstag, . August um  Uhr.",,https://www.spiegel.de/politik/deutschland/robert-habeck-und-markus-soeder-im-duell-die-einzig-wahre-wahlkampfdebatte-a-e78768b7-9886-46f6-b006-a8f6d99e1bff
1629776382,news wahlkampf annalena baerbock olaf scholz armin laschet taliban afghanistan kita drama,"Baerbock, Laschet und Scholz treten zum Schaulaufen an, die G-Staaten diskutieren über den Umgang mit den Taliban. Und die Personallage in Kitas ist erschreckend. Das ist die Lage am Dienstag.",['Martin Knobbe'],https://www.spiegel.de/politik/deutschland/news-wahlkampf-annalena-baerbock-olaf-scholz-armin-laschet-taliban-afghanistan-kita-drama-a-e084febd-32c5-484d-b771-9dd39377cbdd
1629770950,afghanistan news baerbock fordert untersuchungsausschuss zu abzug,Die für Aufbau-Hilfen zuständige Weltbank hat ihre Geldströme an Afghanistan wegen der Machtübernahme der Taliban gestoppt. Und: Mehr als  US-Bürger wurden evakuiert. Der Überblick.,,https://www.spiegel.de/ausland/afghanistan-news-baerbock-fordert-untersuchungsausschuss-zu-abzug-a-88956bd7-f3d2-400a-bd9c-02faf8eff623
1629741586,afghanistan warum es kontingente fuer gefluechtete braucht,Die EU-Staaten zeigen sich bestürzt über den Siegeszug der Taliban. Doch um die Schutzsuchenden sollen sich die Nachbarstaaten kümmern. Das kann nicht funktionieren.,['Maximilian Popp'],https://www.spiegel.de/ausland/afghanistan-warum-es-kontingente-fuer-gefluechtete-braucht-a-5e48cca9-2f6c-427e-ad0c-6c32c23c33ae
1629735223,spd wahlkampf das scholz wunder,"Lange galt Olaf Scholz als Außenseiter im Kampf ums Kanzleramt. Doch nun schwächelt die Konkurrenz, die SPD legt in den Umfragen zu. Was steckt hinter dem Stimmungshoch?",['Christian Teevs'],https://www.spiegel.de/politik/deutschland/spd-wahlkampf-das-scholz-wunder-a-5bb788bb-e54c-4f53-898b-376c7749e391
1629734700,news des tages afghanistan coronavirus lastenraeder,"Die Grünen wollen Lastenräder fördern, ihre Gegner nutzen den Vorschlag für hysterische Attacken. Die Taliban drohen dem Westen, sollten die Evakuierungseinsätze länger dauern als geplant. Und die  soll als Corona-Richtwert verschwinden. Das ist die Lage am Montagabend.",['Oliver Trenkamp'],https://www.spiegel.de/politik/deutschland/news-des-tages-afghanistan-coronavirus-lastenraeder-a-fb5c645f-2a1d-4ecf-b650-19ae4e27b485
1629724140,live waehlen aber was mit tilman kuban anna peters jan schiffer konstantin achinger jens teutrine,"Am . und . September um jeweils  Uhr fragt der SPIEGEL live junge Politikerinnen und Politiker, was sie für ihre Generation tun wollen: vom Klimawandel bis zum Mietenwahnsinn.",,https://www.spiegel.de/politik/deutschland/live-waehlen-aber-was-mit-tilman-kuban-anna-peters-jan-schiffer-konstantin-achinger-jens-teutrine-a-2fbee1ea-0f7a-4ea0-945f-33dd74cc62c6
1629708257,corona jens spahn plant abkehr vom inzidenzwert ,Bund und Länder konnten sich bisher auf keine neuen Messwerte als Grundlage für Coronamaßnahmen einigen. Nun macht der Bundesgesundheitsminister einen Vorstoß: Den Inzidenzwert von  will er durch neue Faktoren ersetzen.,,https://www.spiegel.de/politik/deutschland/corona-jens-spahn-plant-abkehr-vom-inzidenzwert-50-a-d4bec966-e446-458c-8a8a-bbaa9c8b82f6
1629703883,kamala harris singapur benennt orchidee nach us vizepraesidentin,"Kamala Harris ist Namenspatin einer Orchidee. Ein Exemplar der Pflanze wurde ihr bei ihrer Singapur-Reise präsentiert. Die Demokratin ist nicht die erste Spitzenpolitikerin, der diese Ehre zuteilwurde.",,https://www.spiegel.de/panorama/leute/kamala-harris-singapur-benennt-orchidee-nach-us-vizepraesidentin-a-13fa6489-b47e-421a-9740-334f404a36bf
1629699180,nach afganistan desaster gruene fordern unabhaengige task force lagebild mit externen experten,Bundesregierung und Nachrichtendienste haben die Entwicklung in Afghanistan falsch eingeschätzt. Die Grünen schlagen deshalb ein unabhängiges Expertengremium für künftige Prognosen vor.,,https://www.spiegel.de/politik/deutschland/nach-afganistan-desaster-gruene-fordern-unabhaengige-task-force-lagebild-mit-externen-experten-a-c8e1ad0a-d8fb-4675-b558-7464dbf484fc
1629678254,olaf scholz und armin laschet bei bild tv die falle mit der deutschlandfahne,"Olaf Scholz und Armin Laschet stellten sich »Bild TV«, wo angeblich »die härtesten Fragen Deutschlands« gestellt werden. Eine Frage könnte sein, ob bei dieser »Kanzler-Nacht« nicht jemand fehlte.",['Arno Frank'],https://www.spiegel.de/kultur/tv/olaf-scholz-und-armin-laschet-bei-bild-tv-die-falle-mit-der-deutschlandfahne-a-c885b2f3-1ff5-4b32-86eb-58d444f85cf0
1629639366,angela merkel warnt russland davor nord stream  als politische waffe zu missbrauchen,"Bei ihrem Besuch in der Ukraine hat Kanzlerin Merkel Russland mit Sanktionen gedroht, falls die Ostseepipeline als Waffe missbraucht werde. Eine Konferenz zur Zukunft der Krim führt zu neuen Spannungen.",,https://www.spiegel.de/ausland/angela-merkel-warnt-russland-davor-nord-stream-2-als-politische-waffe-zu-missbrauchen-a-206beb5d-dc73-4b92-90ff-747b213d5290
1629623854,cdu postengerangel in nordrhein westfalen armin laschet hat ein westproblem,Nirgendwo gibt es so viele ambitionierte CDU-Politiker wie in Armin Laschets NRW-Landesverband. Egal wie die Wahl ausgeht – im Kampf um die Berliner Spitzenposten sind persönliche Niederlagen unausweichlich.,['Kevin Hagen'],https://www.spiegel.de/politik/deutschland/cdu-postengerangel-in-nordrhein-westfalen-armin-laschet-hat-ein-westproblem-a-cf445f5a-3000-4310-86c4-a618efd4ce1b
1629614543,afghanistan tuerkei gegen aufnahme von schutzsuchenden aus kabul,Nach der Machtübernahme der Taliban in Afghanistan diskutiert der Westen über die Aufnahme von Geflüchteten. In einem Telefonat mit Kanzlerin Merkel stellte der türkische Präsident Erdoğan nun klar: Sein Land hat keinen Platz.,,https://www.spiegel.de/ausland/afghanistan-tuerkei-gegen-aufnahme-von-schutzsuchenden-aus-kabul-a-b4cacdff-9f55-42c4-bd2c-74cade5a0cca
1629612564,afghanistan news am sonntag donald trump bezeichnet abzug als totale kapitulation,"Das Pandschirtal gilt als Hochburg des Widerstandes. Nun verkünden die Taliban, hunderte Kämpfer in die Provinz zu senden – die droht mit blutiger Gegenwehr. Und: In Deutschland demonstrieren Tausende für die Aufnahme von Afghanen. Der Überblick.",,https://www.spiegel.de/ausland/afghanistan-news-am-sonntag-donald-trump-bezeichnet-abzug-als-totale-kapitulation-a-896665dc-14ea-4d5c-86f3-29d719942e92
1629608302,afghanistan wie die bundesregierung ihre helfer ein zweites mal im stich laesst,"Allen Beteuerungen zum Trotz erschwert die Bundesregierung ihren Ortskräften die Ausreise aus Afghanistan. Die GIZ bietet Ortskräften sogar eine Prämie, wenn sie bleiben.","['Matthias Gebauer', 'Maximilian Popp', 'David Walden']",https://www.spiegel.de/ausland/afghanistan-wie-die-bundesregierung-ihre-helfer-ein-zweites-mal-im-stich-laesst-a-09289020-c14b-43b7-ae18-55ce452892d7
1629580020,chaos in kabul bundeswehr kann nur wenige menschen ausfliegen,"»Es ist sicherer, zu Hause zu bleiben«: Die deutsche und die amerikanische Botschaft in Kabul rieten ihren Staatsbürgern zeitweise, den Flughafen zu meiden. Zeugen berichten von Panik, Gedränge und Toten.",,https://www.spiegel.de/ausland/chaos-in-kabul-bundeswehr-kann-nur-wenige-menschen-ausfliegen-a-338ad113-8aca-4fac-ac73-671c356bbdc3
1629562913,cdu csu markus soeder schaut aufs handy armin laschet patzt in deutscher geschichte,Eigentlich wollte die Union beim Wahlkampfauftakt Stärke und Geschlossenheit zeigen. Doch der CSU-Chef schaut bei der Rede des Kanzlerkandidaten stur aufs Handy. Und der verwechselt Mogadischu mit Landshut.,,https://www.spiegel.de/politik/deutschland/cdu-csu-markus-soeder-schaut-aufs-handy-armin-laschet-patzt-in-deutscher-geschichte-a-350717ba-b97b-42c0-a725-0522f8b188a2
1629561047,bild tv startet axel springer mit neuem fernsehsender,Engagiertes Bürgerfernsehen oder populistische Meinungsschleuder? Der Fernsehkanal der »Bild«-Zeitung geht auf Sendung. Selbst in Deutschlands umkämpftem TV-Markt könnte er seine Nische finden.,['Christian Buß'],https://www.spiegel.de/kultur/tv/bild-tv-startet-axel-springer-mit-neuem-fernsehsender-a-1a1b1d2b-494c-4ccc-b1b9-1e9c65f7ebe0
1629555203,bundestagswahl armin laschet beim wahlkampfauftakt der union,"Mitten in ihrer schweren Krise versucht die Union um Armin Laschet eine Art Aufbruch im Bundestagswahlkampf. Doch bei dem Termin im Berliner Tempodrom wird klar, wie schwer es der Kanzlerkandidat hat.",['Veit Medick'],https://www.spiegel.de/politik/deutschland/bundestagswahl-armin-laschet-beim-wahlkampfauftakt-der-union-a-106128b7-f093-4801-9079-8e2885aa7481
1629551760,afghanistan news am samstag bundeswehr hubschrauber einsatzbereit,"Am Flughafen in Kabul werden Menschen »gequetscht« und »totgetrampelt«. Ein Bericht zeigt, wie Soldaten mindestens drei Leichen abdecken. Und: US-Stützpunkt Ramstein wird zum Drehkreuz für Afghanistan-Flüge. Das war der Überblick am . August.",,https://www.spiegel.de/ausland/afghanistan-news-am-samstag-bundeswehr-hubschrauber-einsatzbereit-a-d10ed3a3-169a-4eb2-bc53-7314cc22aa5c
1629549929,afghanistan krisentreffen was kann die internationale gemeinschaft ausrichten,"Afghanistan droht eine humanitäre Krise. Nun machen sich Boris Johnson und Mario Draghi für ein Gipfeltreffen stark. Doch fraglich ist, welche Möglichkeiten die Diplomatie in dieser Situation überhaupt hat.",['Frank Hornig'],https://www.spiegel.de/ausland/afghanistan-krisentreffen-was-kann-die-internationale-gemeinschaft-ausrichten-a-fcf62afc-797d-4d7f-8eb5-4ac9a2919b23
1629548601,markus soeder zu sinkenden umfragewerten endlich vernuenftigen wahlkampf machen,"Die Union startet in die heiße Wahlkampfphase, doch die Umfragewerte für Kanzlerkandidat Armin Laschet zeigen nach unten. Ex-Kontrahent Markus Söder sieht Handlungsbedarf.",,https://www.spiegel.de/politik/deutschland/markus-soeder-zu-sinkenden-umfragewerten-endlich-vernuenftigen-wahlkampf-machen-a-8711a74c-49ee-4d0f-b8c8-3a5f76c63886
1629536580,das sagen laschet soeder und merkel zum wahlkampfauftakt der union,"Fünf Wochen vor der Wahl kämpft die Union gegen schlechte Umfragewerte. Unionskanzlerkandidat Armin Laschet, CSU-Chef Markus Söder und Kanzlerin Angela Merkel starten in Berlin gemeinsam in den Wahlkampf.",,https://www.spiegel.de/politik/deutschland/das-sagen-laschet-soeder-und-merkel-zum-wahlkampfauftakt-der-union-a-9d504938-e0fa-44d5-b90a-3d539b01b854
1629525776,corona news am samstag die wichtigsten entwicklungen zu sars cov  und covid ,"Am sechsten Wochenende in Folge demonstrieren in Frankreich Zehntausende Menschen, unter anderem gegen die Impfpflicht im Gesundheitswesen. Und: Ein Italiener hat sich den QR-Code seines Corona-Passes tätowieren lassen. Das war der Überblick am . August.",,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-samstag-die-wichtigsten-entwicklungen-zu-sars-cov-2-und-covid-19-a-6b232fb3-b073-44ce-b595-b41ab50adc4a
1629522776,news afghanistan taliban bundeswehr ksk armin laschet cdu ampel olaf scholz,Deutsche Elitesoldaten sollen festsitzende Menschen in Kabul herausholen. Armin Laschet und die Union kämpfen verzweifelt gegen den Abwärtssog – und fürchten die Scholz-Ampel. Das ist die Lage am Samstag.,['Philipp Wittrock'],https://www.spiegel.de/politik/deutschland/news-afghanistan-taliban-bundeswehr-ksk-armin-laschet-cdu-ampel-olaf-scholz-a-f3b104d6-7668-4e99-8caf-120fb53e188e
1629496800,chip krise elementare teilchen,Europas Autokonzerne fehlen wichtige Tech-Bauteile. Viel zu spät will die EU nun mit Milliardensubventionen gegensteuern. Doch sie setzt die falschen Prioritäten – und ist zu langsam.,"['Simon Hage', 'Martin Hesse', 'Marcel Rosenbach']",https://www.spiegel.de/wirtschaft/unternehmen/chip-krise-elementare-teilchen-a-098d8611-0002-0001-0000-000178874264
1629494112,angela merkel bei wladimir putin ernuechterung zum abschied,Wohl zum letzten Mal als Bundeskanzlerin reiste Angela Merkel nach Moskau. Vom Kremlchef Wladimir Putin gab es Rosen – und wieder Abfuhren. Der russische Präsident zeigte sich selbstsicherer denn je.,['Christina Hebel'],https://www.spiegel.de/ausland/angela-merkel-bei-wladimir-putin-ernuechterung-zum-abschied-a-726a5c7b-4808-4b9f-9a5f-45a2bdd2c348
1629488400,wenn blosses reden schon als erfolg gilt,"Angela Merkel und Wladimir Putin: Eine mehr als  Jahre lange Arbeitsbeziehung zwischen Kanzlerin und russischem Präsidenten geht zu Ende. Zum Abschied wird klar, wie tief die Gräben inzwischen sind. Ein Rückblick im Video.",,https://www.spiegel.de/ausland/wenn-blosses-reden-schon-als-erfolg-gilt-a-36d4d5ed-374f-4ccc-8dfe-2ef6e2df4247
1629478415,gruene in der umfragekrise annalena baerbock und das trauma der oekopartei,Schon mehrfach waren die Grünen stark in Wahlkämpfe gestartet – und konnten die selbst geweckten Erwartungen dann nicht erfüllen. Nun droht der Ökopartei abermals ein ähnliches Schicksal.,"['Kevin Hagen', 'Jonas Schaible']",https://www.spiegel.de/politik/deutschland/gruene-in-der-umfragekrise-annalena-baerbock-und-das-trauma-der-oekopartei-a-d1955b65-7605-426f-a63d-76ef81e24032
1630032286,corona news rki registriert   corona neuinfektionen inzidenz bei  ,"Vizekanzler Olaf Scholz hat Geimpfte aufgerufen, in ihrem Umfeld für die Impfung zu werben. Dabei hat er auch einen Appell an Ungeimpfte gerichtet. Und: Berliner Gericht kippt Verbot einer Demo gegen die Coronapolitik. Der Überblick.",,https://www.spiegel.de/wissenschaft/medizin/corona-news-rki-registriert-12-029-corona-neuinfektionen-inzidenz-bei-70-3-a-b81081ac-d51e-4f33-bc88-23a1c3e553fe
1630010885,afghanistan viele tote bei selbstmordanschlaegen am flughafen kabul,"Erst zwei Selbstmordanschläge, dann Schüsse in die Menge: Am Kabuler Flughafen sind zahlreiche Menschen gestorben. Die Lage bleibt so unübersichtlich wie gefährlich.","['Matthias Gebauer', 'Anna-Sophie Schneider', 'Thore Schröder']",https://www.spiegel.de/ausland/afghanistan-viele-tote-bei-selbstmordanschlaegen-am-flughafen-kabul-a-ca1c509e-7030-419e-9696-70d08a1792cf
1629997614,anschlag in kabul angela merkel spricht von niedertraechtigem anschlag,"Angela Merkel hat sich in einer Pressekonferenz zu dem Anschlag in Kabul geäußert. Das Fenster für eine Evakuierung schließe sich. Man werde aber weiter daran arbeiten, Menschen aus Afghanistan zu holen.",,https://www.spiegel.de/politik/anschlag-in-kabul-angela-merkel-spricht-von-niedertraechtigem-anschlag-a-dfbe46c1-e438-4c52-bc4f-38891d9ffce6
1629996176,nato eine weltmacht marschiert durch,"Die Union warnt im Wahlkampf vor der Linken, weil diese die Nato zerstören wolle. Diese Angst ist unbegründet: Das westliche Militärbündnis scheint sich gerade ganz von alleine zu erledigen.",['Bettina Gaus'],https://www.spiegel.de/politik/nato-eine-weltmacht-marschiert-durch-a-84368526-10d5-4020-818c-e612e589b0ef
1629975371,afghanistan lars klingbeil nennt linke nach bundeswehr enthaltung als unanstaendig,"SPD, Grüne und Linke könnten bei der Bundestagswahl eine Mehrheit bekommen – doch nun attackiert SPD-Generalsekretär Klingbeil die Linke für ihre Zurückhaltung beim Rettungsmandat. Linkenpolitikerin Wagenknecht keilt zurück.",,https://www.spiegel.de/politik/deutschland/afghanistan-lars-klingbeil-nennt-linke-nach-bundeswehr-enthaltung-als-unanstaendig-a-7ba1d23d-f1fa-4a13-9209-5e26cca2ee6b
1629953580,afghanistan news sicherheitslage im land laut uno insgesamt weitgehend ruhig,Die USA trauern um die Opfer von Kabul. Eine weitere Explosion in der Stadt war offenbar eine kontrollierte Sprengung. Und: Alle deutschen Soldaten sind ausgeflogen. Der Überblick am . August.,,https://www.spiegel.de/ausland/afghanistan-news-sicherheitslage-im-land-laut-uno-insgesamt-weitgehend-ruhig-a-97d8cfa2-2e8e-4f3e-b22c-a50650f3c5cc
1629953280,corona news am donnerstag die wichtigsten entwicklungen zu sars cov  und covid ,Nach Angaben des RKI liegt die Sieben-Tage-Inzidenz in der Gruppe der jungen Erwachsenen fast doppelt so hoch wie in der Gesamtbevölkerung. Und: Merkel will G in Zügen und auf Inlandsflügen einführen. Das war der Überblick am . August.,,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-donnerstag-die-wichtigsten-entwicklungen-zu-sars-cov-2-und-covid-19-a-308e75c1-5533-4c19-b39e-c6a2d1eff649
1629922680,ngos in afghanistan die taliban haben uns aufgefordert unsere humanitaere arbeit wieder aufzunehmen,"Sein größtes Problem sind nicht die Taliban, sondern geschlossene Banken und mangelndes Benzin: Hier spricht Thomas ten Boer, Afghanistan-Direktor der Welthungerhilfe, über die drohende humanitäre Katastrophe in dem Land.",['Lena Greiner'],https://www.spiegel.de/ausland/ngos-in-afghanistan-die-taliban-haben-uns-aufgefordert-unsere-humanitaere-arbeit-wieder-aufzunehmen-a-9dc9f9da-0b7d-4573-a868-935d9ba6d793
1629912195,afghanistan angela merkel spricht von einem dilemma,Vor dem Bundestag verteidigte die Kanzlerin die späte Evakuierung afghanischer Ortskräfte – und den Bundeswehreinsatz in Afghanistan generell. Die Opposition zog eine vernichtende Bilanz.,,https://www.spiegel.de/politik/afghanistan-angela-merkel-spricht-von-einem-dilemma-a-f86f2b64-5207-42f2-9cda-7c706c5612b7
